"","prob","probSD","SNR","pval_prob","qval_prob","pval_MutSig","qval_MutSig","protLength","uniquePosNdMAF","uniquePosNdMAFtumor","uniquePosNExactMatch","uniquePosNExactMatchtumor","pval_FET","qval_FET","casesN"
"SAMHD1",0.333333333333333,0.277435023770678,1.20148252662165,0.04004799760012,0.0527083020848958,0.4962926,1,626,73,3,2,1,0.00114155251141553,0.00185502283105023,1
"SCN4A",0.333333333333333,0.271137037438356,1.22939063022372,0.0131493425328734,0.051972401379931,0.9999999,1,1836,154,3,4,1,0.000254647313470843,0.000451420237516494,1
"SCN5A",0.0714285714285714,0.0705983135561964,1.01176030744296,0.0533473326333683,0.0611925286088637,0.5557742,1,2016,229,13,18,1,4.01394810937536e-19,2.60906627109399e-18,9
"SERPINC1",0.5,0.363494330255821,1.37553727357483,0.0334983250837458,0.051972401379931,0.5143828,1,464,22,2,6,1,0.0909090909090909,0.107438016528926,1
"SMAD4",0.121212121212121,0.0573485594296426,2.1136035920977,0.0137493125343733,0.051972401379931,3.245234e-09,1.333531e-06,552,135,28,2,1,1.5011036924389e-27,1.95143480017057e-26,33
"TGFBR1",0.5,0.205582202098327,2.43211715263589,0.00224988750562472,0.043872806359682,0.3513015,1,503,71,5,3,2,0.000174962820400665,0.000324930952172663,6
"TGFBR2",0.222222222222222,0.135623338648931,1.63852493557512,0.016399180040998,0.051972401379931,0.3940033,1,567,103,9,4,2,1.81694282972504e-09,5.45082848917513e-09,7
"TP53",0.483516483516484,0.0539554974252346,8.96139423395153,0.00404979751012449,0.051972401379931,0,0,393,287,59,44,21,1.40469175569007e-32,2.73914892359563e-31,91
"TPO",0.333333333333333,0.265630285052789,1.25487699291174,0.0257487125643718,0.051972401379931,0.285118,1,933,56,3,4,1,0.00194805194805195,0.00292207792207792,3
"TSC2",0.166666666666667,0.154585852116432,1.07814954851842,0.0266986650667467,0.051972401379931,0.9845814,1,1807,182,6,3,1,3.8109828570139e-09,1.06163093873959e-08,2
"FUZ",NA,NA,NA,NA,NA,4.996004e-14,1.570577e-10,NA,NA,NA,NA,NA,NA,NA,NA
"HOXA1",NA,NA,NA,NA,NA,6.994405e-14,1.740432e-10,NA,NA,NA,NA,NA,NA,NA,NA
"RANGAP1",NA,NA,NA,NA,NA,8.304468e-14,1.740432e-10,NA,NA,NA,NA,NA,NA,NA,NA
"NOS1AP",NA,NA,NA,NA,NA,3.042011e-13,4.413724e-10,NA,NA,NA,NA,NA,NA,NA,NA
"IL32",NA,NA,NA,NA,NA,1.516343e-12,1.787578e-09,NA,NA,NA,NA,NA,NA,NA,NA
"MED15",NA,NA,NA,NA,NA,7.698286e-12,6.914528e-09,NA,NA,NA,NA,NA,NA,NA,NA
"CDC27",NA,NA,NA,NA,NA,2.26491e-11,1.780031e-08,NA,NA,NA,NA,NA,NA,NA,NA
"ZMIZ1",NA,NA,NA,NA,NA,6.932455e-11,4.508964e-08,NA,NA,NA,NA,NA,NA,NA,NA
"PRG4",NA,NA,NA,NA,NA,7.923762e-11,4.981933e-08,NA,NA,NA,NA,NA,NA,NA,NA
"CPXM2",NA,NA,NA,NA,NA,4.130499e-10,2.225985e-07,NA,NA,NA,NA,NA,NA,NA,NA
"MAMLD1",NA,NA,NA,NA,NA,4.844397e-10,2.538195e-07,NA,NA,NA,NA,NA,NA,NA,NA
"VGLL3",NA,NA,NA,NA,NA,2.034446e-09,1.009835e-06,NA,NA,NA,NA,NA,NA,NA,NA
"KCNN3",NA,NA,NA,NA,NA,2.205446e-09,1.066644e-06,NA,NA,NA,NA,NA,NA,NA,NA
"TCF20",NA,NA,NA,NA,NA,2.916002e-09,1.309563e-06,NA,NA,NA,NA,NA,NA,NA,NA
"FXR2",NA,NA,NA,NA,NA,4.247157e-09,1.704465e-06,NA,NA,NA,NA,NA,NA,NA,NA
"TMCC1",NA,NA,NA,NA,NA,8.232737e-09,3.129785e-06,NA,NA,NA,NA,NA,NA,NA,NA
"HAX1",NA,NA,NA,NA,NA,1.692293e-08,5.803641e-06,NA,NA,NA,NA,NA,NA,NA,NA
"CNKSR2",NA,NA,NA,NA,NA,1.733331e-08,5.838229e-06,NA,NA,NA,NA,NA,NA,NA,NA
"FGF10",NA,NA,NA,NA,NA,4.46395e-08,1.358049e-05,NA,NA,NA,NA,NA,NA,NA,NA
"LILRB1",NA,NA,NA,NA,NA,4.645605e-08,1.390879e-05,NA,NA,NA,NA,NA,NA,NA,NA
"SLC8A2",NA,NA,NA,NA,NA,2.431982e-07,5.537195e-05,NA,NA,NA,NA,NA,NA,NA,NA
"CBL",NA,NA,NA,NA,NA,2.931652e-07,6.582956e-05,NA,NA,NA,NA,NA,NA,NA,NA
"HTATSF1",NA,NA,NA,NA,NA,3.127688e-07,6.780971e-05,NA,NA,NA,NA,NA,NA,NA,NA
"COQ9",NA,NA,NA,NA,NA,3.426628e-07,7.262141e-05,NA,NA,NA,NA,NA,NA,NA,NA
"ST6GALNAC5",NA,NA,NA,NA,NA,3.503998e-07,7.262903e-05,NA,NA,NA,NA,NA,NA,NA,NA
"CUL4B",NA,NA,NA,NA,NA,5.116263e-07,0.0001037666,NA,NA,NA,NA,NA,NA,NA,NA
"NBPF1",NA,NA,NA,NA,NA,6.819125e-07,0.0001368323,NA,NA,NA,NA,NA,NA,NA,NA
"CD300A",NA,NA,NA,NA,NA,6.98628e-07,0.0001387108,NA,NA,NA,NA,NA,NA,NA,NA
"ASXL2",NA,NA,NA,NA,NA,7.685833e-07,0.0001510106,NA,NA,NA,NA,NA,NA,NA,NA
"PROM1",NA,NA,NA,NA,NA,8.487279e-07,0.0001650382,NA,NA,NA,NA,NA,NA,NA,NA
"BRDT",NA,NA,NA,NA,NA,1.173371e-06,0.0002213213,NA,NA,NA,NA,NA,NA,NA,NA
"SLC22A4",NA,NA,NA,NA,NA,1.29942e-06,0.0002379578,NA,NA,NA,NA,NA,NA,NA,NA
"BTN2A2",NA,NA,NA,NA,NA,1.490561e-06,0.0002681493,NA,NA,NA,NA,NA,NA,NA,NA
"KRT10",NA,NA,NA,NA,NA,1.503464e-06,0.0002681493,NA,NA,NA,NA,NA,NA,NA,NA
"LIMCH1",NA,NA,NA,NA,NA,1.792323e-06,0.0003029821,NA,NA,NA,NA,NA,NA,NA,NA
"PABPC3",NA,NA,NA,NA,NA,2.435763e-06,0.0004030119,NA,NA,NA,NA,NA,NA,NA,NA
"TSNARE1",NA,NA,NA,NA,NA,2.563853e-06,0.0004205165,NA,NA,NA,NA,NA,NA,NA,NA
"TOX",NA,NA,NA,NA,NA,3.431857e-06,0.0005439637,NA,NA,NA,NA,NA,NA,NA,NA
"SYT2",NA,NA,NA,NA,NA,3.843415e-06,0.0005942171,NA,NA,NA,NA,NA,NA,NA,NA
"CDH10",NA,NA,NA,NA,NA,5.147837e-06,0.000776788,NA,NA,NA,NA,NA,NA,NA,NA
"PABPC1",NA,NA,NA,NA,NA,5.828775e-06,0.0008725584,NA,NA,NA,NA,NA,NA,NA,NA
"FYN",NA,NA,NA,NA,NA,6.032973e-06,0.0008960152,NA,NA,NA,NA,NA,NA,NA,NA
"QRICH1",NA,NA,NA,NA,NA,6.537878e-06,0.0009559493,NA,NA,NA,NA,NA,NA,NA,NA
"OSBPL1A",NA,NA,NA,NA,NA,8.670372e-06,0.001248401,NA,NA,NA,NA,NA,NA,NA,NA
"DSTN",NA,NA,NA,NA,NA,9.601721e-06,0.001372028,NA,NA,NA,NA,NA,NA,NA,NA
"SYCP1",NA,NA,NA,NA,NA,1.000172e-05,0.001418439,NA,NA,NA,NA,NA,NA,NA,NA
"MBD3",NA,NA,NA,NA,NA,1.068051e-05,0.001503402,NA,NA,NA,NA,NA,NA,NA,NA
"GRM1",NA,NA,NA,NA,NA,1.309638e-05,0.001803094,NA,NA,NA,NA,NA,NA,NA,NA
"CEBPZ",NA,NA,NA,NA,NA,1.476621e-05,0.001989431,NA,NA,NA,NA,NA,NA,NA,NA
"CHGB",NA,NA,NA,NA,NA,1.539768e-05,0.002059794,NA,NA,NA,NA,NA,NA,NA,NA
"ERF",NA,NA,NA,NA,NA,1.593636e-05,0.002116842,NA,NA,NA,NA,NA,NA,NA,NA
"FADS2",NA,NA,NA,NA,NA,1.72807e-05,0.002263532,NA,NA,NA,NA,NA,NA,NA,NA
"CCR3",NA,NA,NA,NA,NA,2.005697e-05,0.002556179,NA,NA,NA,NA,NA,NA,NA,NA
"SYT15",NA,NA,NA,NA,NA,2.144355e-05,0.002696455,NA,NA,NA,NA,NA,NA,NA,NA
"SIGLEC8",NA,NA,NA,NA,NA,2.321561e-05,0.002882871,NA,NA,NA,NA,NA,NA,NA,NA
"OTUD4",NA,NA,NA,NA,NA,2.601994e-05,0.003166375,NA,NA,NA,NA,NA,NA,NA,NA
"VPS33B",NA,NA,NA,NA,NA,2.686486e-05,0.003242309,NA,NA,NA,NA,NA,NA,NA,NA
"PHACTR4",NA,NA,NA,NA,NA,2.708879e-05,0.003242309,NA,NA,NA,NA,NA,NA,NA,NA
"LRCH1",NA,NA,NA,NA,NA,2.750652e-05,0.003263069,NA,NA,NA,NA,NA,NA,NA,NA
"LILRB2",NA,NA,NA,NA,NA,2.797183e-05,0.003297529,NA,NA,NA,NA,NA,NA,NA,NA
"DNAJC11",NA,NA,NA,NA,NA,3.147354e-05,0.003642048,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC28B",NA,NA,NA,NA,NA,3.204655e-05,0.003685744,NA,NA,NA,NA,NA,NA,NA,NA
"FRG1",NA,NA,NA,NA,NA,3.624064e-05,0.004068875,NA,NA,NA,NA,NA,NA,NA,NA
"AJAP1",NA,NA,NA,NA,NA,4.2315e-05,0.004628912,NA,NA,NA,NA,NA,NA,NA,NA
"HVCN1",NA,NA,NA,NA,NA,4.776007e-05,0.005118468,NA,NA,NA,NA,NA,NA,NA,NA
"TIMD4",NA,NA,NA,NA,NA,5.051369e-05,0.005324811,NA,NA,NA,NA,NA,NA,NA,NA
"FETUB",NA,NA,NA,NA,NA,5.053235e-05,0.005324811,NA,NA,NA,NA,NA,NA,NA,NA
"ERC2",NA,NA,NA,NA,NA,5.236865e-05,0.005457334,NA,NA,NA,NA,NA,NA,NA,NA
"PPARGC1B",NA,NA,NA,NA,NA,5.931212e-05,0.006113361,NA,NA,NA,NA,NA,NA,NA,NA
"DLC1",NA,NA,NA,NA,NA,7.010091e-05,0.006995997,NA,NA,NA,NA,NA,NA,NA,NA
"FAM155A",NA,NA,NA,NA,NA,7.25415e-05,0.007201462,NA,NA,NA,NA,NA,NA,NA,NA
"IFNGR2",NA,NA,NA,NA,NA,7.67112e-05,0.007548768,NA,NA,NA,NA,NA,NA,NA,NA
"SUPT6H",NA,NA,NA,NA,NA,7.68404e-05,0.007548768,NA,NA,NA,NA,NA,NA,NA,NA
"BTBD7",NA,NA,NA,NA,NA,7.936816e-05,0.00767714,NA,NA,NA,NA,NA,NA,NA,NA
"WWTR1",NA,NA,NA,NA,NA,9.030395e-05,0.008559363,NA,NA,NA,NA,NA,NA,NA,NA
"PVRL4",NA,NA,NA,NA,NA,9.476029e-05,0.008913949,NA,NA,NA,NA,NA,NA,NA,NA
"PVRL1",NA,NA,NA,NA,NA,0.000107229,0.009866116,NA,NA,NA,NA,NA,NA,NA,NA
"PDE6B",NA,NA,NA,NA,NA,0.0001191536,0.01065154,NA,NA,NA,NA,NA,NA,NA,NA
"RABEP2",NA,NA,NA,NA,NA,0.0001240498,0.0109851,NA,NA,NA,NA,NA,NA,NA,NA
"ROR2",NA,NA,NA,NA,NA,0.0001407468,0.01234775,NA,NA,NA,NA,NA,NA,NA,NA
"PAK3",NA,NA,NA,NA,NA,0.0001416058,0.0123656,NA,NA,NA,NA,NA,NA,NA,NA
"ZFHX3",NA,NA,NA,NA,NA,0.0001542016,0.01334198,NA,NA,NA,NA,NA,NA,NA,NA
"SLC24A1",NA,NA,NA,NA,NA,0.0001704542,0.01448247,NA,NA,NA,NA,NA,NA,NA,NA
"RSPO1",NA,NA,NA,NA,NA,0.0002136109,0.0174489,NA,NA,NA,NA,NA,NA,NA,NA
"DHX57",NA,NA,NA,NA,NA,0.000213694,0.0174489,NA,NA,NA,NA,NA,NA,NA,NA
"DDX10",NA,NA,NA,NA,NA,0.0002281471,0.01854876,NA,NA,NA,NA,NA,NA,NA,NA
"CEL",NA,NA,NA,NA,NA,0.0002473643,0.01988084,NA,NA,NA,NA,NA,NA,NA,NA
"APBB1",NA,NA,NA,NA,NA,0.0002498016,0.01988084,NA,NA,NA,NA,NA,NA,NA,NA
"PWP2",NA,NA,NA,NA,NA,0.0002552002,0.02022515,NA,NA,NA,NA,NA,NA,NA,NA
"JMJD1C",NA,NA,NA,NA,NA,0.0002713588,0.02136662,NA,NA,NA,NA,NA,NA,NA,NA
"WASF3",NA,NA,NA,NA,NA,0.0002840529,0.02223156,NA,NA,NA,NA,NA,NA,NA,NA
"MMRN1",NA,NA,NA,NA,NA,0.0002988186,0.02319472,NA,NA,NA,NA,NA,NA,NA,NA
"LIAS",NA,NA,NA,NA,NA,0.0003106989,0.02401804,NA,NA,NA,NA,NA,NA,NA,NA
"NOX4",NA,NA,NA,NA,NA,0.0003163466,0.02435482,NA,NA,NA,NA,NA,NA,NA,NA
"THBS4",NA,NA,NA,NA,NA,0.0003227452,0.02474643,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMTSL4",NA,NA,NA,NA,NA,0.0003292254,0.02514109,NA,NA,NA,NA,NA,NA,NA,NA
"MYH9",NA,NA,NA,NA,NA,0.0003343669,0.02543076,NA,NA,NA,NA,NA,NA,NA,NA
"TTBK2",NA,NA,NA,NA,NA,0.0003525936,0.0264965,NA,NA,NA,NA,NA,NA,NA,NA
"MTR",NA,NA,NA,NA,NA,0.0003755196,0.02799624,NA,NA,NA,NA,NA,NA,NA,NA
"ARHGAP18",NA,NA,NA,NA,NA,0.0004031534,0.02959775,NA,NA,NA,NA,NA,NA,NA,NA
"GINS1",NA,NA,NA,NA,NA,0.0004140502,0.03015372,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMTS18",NA,NA,NA,NA,NA,0.0004253509,0.03085757,NA,NA,NA,NA,NA,NA,NA,NA
"KIAA0391",NA,NA,NA,NA,NA,0.0005526862,0.03861025,NA,NA,NA,NA,NA,NA,NA,NA
"NOTCH2",NA,NA,NA,NA,NA,0.0005764725,0.03982939,NA,NA,NA,NA,NA,NA,NA,NA
"A1CF",NA,NA,NA,NA,NA,0.0005840747,0.04020736,NA,NA,NA,NA,NA,NA,NA,NA
"FOXP1",NA,NA,NA,NA,NA,0.0005987258,0.04076955,NA,NA,NA,NA,NA,NA,NA,NA
"GRIN1",NA,NA,NA,NA,NA,0.0006060214,0.0411179,NA,NA,NA,NA,NA,NA,NA,NA
"STAU2",NA,NA,NA,NA,NA,0.000610331,0.04126187,NA,NA,NA,NA,NA,NA,NA,NA
"KCNB1",NA,NA,NA,NA,NA,0.0006424522,0.0429714,NA,NA,NA,NA,NA,NA,NA,NA
"SULF1",NA,NA,NA,NA,NA,0.0007359713,0.04870839,NA,NA,NA,NA,NA,NA,NA,NA
